store,sale.date,tran.number,sku,category,qty,unit.cost,ext.cost,unit.original.retail,sale.amount,price.category,gross.margin,loyalty.member,customer.id
12,2023-02-26,11516,2933902,Men's Apparel,1,24.13,24.13,105.0,43.75,Markdown,0.4484571428571429,1,C40500
12,2023-02-26,11517,2926645,Women's Apparel,1,26.14,26.14,108.0,56.25,Full Price,0.5352888888888889,1,C40320
12,2023-02-26,11525,2929074,Women's Apparel,1,21.06,21.06,99.0,56.25,Full Price,0.6255999999999999,0,
12,2023-02-26,11536,2899812,Childrens,1,7.76,7.76,40.5,8.98,Clearance,0.13585746102449894,1,C41050
12,2023-02-26,11537,2892835,Accessories,1,5.31,5.31,38.0,7.98,Clearance,0.3345864661654136,1,C41025
11,2023-01-02,23368,2901356,Women's Apparel,1,27.16,27.16,108.0,30.33,Clearance,0.10451697988789971,0,
11,2023-01-02,23370,2918534,Childrens,1,9.42,9.42,40.5,32.68,Full Price,0.711750305997552,0,
11,2023-01-02,23371,2901368,Women's Apparel,1,26.03,26.03,108.0,30.33,Clearance,0.14177382129904376,1,C41539
11,2023-02-11,23579,2910457,Footwear,1,33.39,33.39,144.0,15.0,Clearance,-1.226,1,C42334
11,2023-02-11,23580,2910456,Footwear,1,33.39,33.39,144.0,13.5,Clearance,-1.4733333333333334,1,C41549
11,2023-02-11,23582,2901354,Women's Apparel,1,27.16,27.16,108.0,11.25,Clearance,-1.4142222222222223,0,
11,2023-02-11,23582,2901366,Women's Apparel,1,26.03,26.03,108.0,11.25,Clearance,-1.313777777777778,0,
11,2023-02-11,23582,2911905,Women's Apparel,1,29.92,29.92,108.0,11.25,Clearance,-1.6595555555555557,0,
11,2023-02-11,23584,2918717,Footwear,1,36.93,36.93,168.0,116.64,Markdown,0.6833847736625515,0,
11,2023-02-11,23586,2899830,Childrens,1,8.1,8.1,40.5,3.75,Clearance,-1.16,1,C42110
11,2023-02-11,23586,2912056,Gifts & Lifestyle,1,10.5,10.5,48.0,5.0,Clearance,-1.1,1,C42110
11,2023-02-12,23600,2918528,Childrens,1,8.35,8.35,36.0,30.7,Full Price,0.728013029315961,0,
11,2023-02-24,23653,2929466,Women's Apparel,1,23.71,23.71,108.0,50.62,Full Price,0.531608060055314,1,C41252
11,2023-02-25,23666,2929795,Men's Apparel,1,20.95,20.95,94.5,43.75,Full Price,0.5211428571428571,1,C40111
11,2023-02-25,23666,2929472,Women's Apparel,1,25.07,25.07,108.0,56.25,Full Price,0.5543111111111111,1,C40111
11,2023-02-25,23666,2929426,Childrens,1,9.61,9.61,43.5,18.75,Full Price,0.4874666666666667,1,C40111
11,2023-02-25,23668,2824648,Accessories,1,10.45,10.45,44.0,17.98,Clearance,0.4187986651835373,0,
11,2023-02-25,23670,2918075,Footwear,1,35.16,35.16,144.0,72.0,Full Price,0.5116666666666667,0,
11,2023-03-04,23694,2926640,Footwear,2,25.86,51.72,132.0,181.5,Markdown,0.7150413223140496,1,C41955
11,2023-03-04,23695,2915189,Footwear,1,27.03,27.03,132.0,37.47,Clearance,0.2786228983186549,0,
11,2023-03-04,23696,2929066,Women's Apparel,1,22.39,22.39,99.0,56.25,Full Price,0.6019555555555556,1,C41774
11,2023-03-11,23731,2932460,Footwear,1,31.02,31.02,132.0,90.0,Full Price,0.6553333333333333,1,C41945
11,2023-03-11,23738,2901984,Women's Apparel,1,26.03,26.03,121.5,22.46,Clearance,-0.1589492430988424,0,
11,2023-03-11,23742,2912023,Footwear,1,34.83,34.83,144.0,44.94,Clearance,0.22496662216288385,0,
11,2023-03-12,23760,2929416,Childrens,1,8.94,8.94,40.5,22.5,Full Price,0.6026666666666667,1,C40290
11,2023-03-19,23778,2932509,Accessories,1,10.92,10.92,50.0,43.2,Markdown,0.7472222222222222,1,C41218
11,2023-03-19,23781,2933025,Men's Apparel,1,15.35,15.35,77.0,59.68,Full Price,0.7427949061662198,0,
11,2023-04-15,23860,2930038,Accessories,1,10.79,10.79,50.0,33.92,Markdown,0.6818985849056605,0,
11,2023-04-15,23860,2936555,Accessories,1,11.33,11.33,48.0,37.0,Full Price,0.6937837837837838,0,
11,2023-04-16,23870,2930052,Accessories,1,10.59,10.59,50.0,34.26,Markdown,0.690893169877408,1,C40413
11,2023-04-23,23878,2936616,Accessories,1,11.33,11.33,48.0,48.0,Full Price,0.7639583333333334,1,C41383
11,2023-04-23,23881,2936483,Footwear,1,33.39,33.39,144.0,120.0,Full Price,0.72175,1,C41757
11,2023-04-23,23891,2923138,Footwear,1,37.59,37.59,144.0,56.19,Clearance,0.3310197544046983,0,
11,2023-04-23,23891,2929479,Women's Apparel,1,24.39,24.39,108.0,92.11,Full Price,0.7352079035935295,0,
11,2023-04-23,23891,2929792,Men's Apparel,1,20.95,20.95,94.5,83.7,Full Price,0.7497013142174432,0,
11,2023-04-23,23891,2929885,Men's Apparel,1,19.3,19.3,84.0,32.78,Clearance,0.41122635753508235,0,
11,2023-04-23,23891,2930635,Childrens,1,10.86,10.86,40.5,36.33,Full Price,0.7010734929810074,0,
11,2023-04-23,23891,2936503,Footwear,1,33.54,33.54,144.0,126.0,Full Price,0.7338095238095239,0,
11,2023-04-23,23891,2936574,Women's Apparel,1,22.79,22.79,99.0,82.51,Full Price,0.7237910556296206,0,
11,2023-04-29,23925,2932459,Footwear,1,31.02,31.02,132.0,90.0,Full Price,0.6553333333333333,1,C42337
11,2023-04-29,23927,2920769,Footwear,1,23.64,23.64,114.0,22.44,Clearance,-0.05347593582887697,0,
11,2023-04-29,23927,2939759,Footwear,1,35.46,35.46,144.0,56.19,Clearance,0.3689268553123331,0,
11,2023-04-29,23930,2939391,Footwear,1,30.45,30.45,132.0,90.0,Full Price,0.6616666666666666,1,C41315
11,2023-05-04,23966,2943527,Childrens,1,9.05,9.05,43.5,43.5,Full Price,0.7919540229885058,0,
11,2023-05-05,23974,2930105,Accessories,1,10.32,10.32,48.0,39.57,Full Price,0.7391963608794542,0,
11,2023-05-07,24002,2934332,Men's Apparel,1,25.69,25.69,101.5,90.53,Full Price,0.7162266651938585,1,C40100
11,2023-05-07,24010,2934346,Accessories,1,10.74,10.74,48.0,36.52,Full Price,0.7059145673603504,0,
11,2023-05-07,24014,2939197,Accessories,1,11.33,11.33,50.0,48.0,Markdown,0.7639583333333334,1,C41241
11,2023-05-07,24021,2936277,Footwear,1,30.45,30.45,132.0,111.39,Full Price,0.7266361432803663,0,
11,2023-05-13,24051,2943552,Women's Apparel,1,23.31,23.31,112.5,85.66,Markdown,0.7278776558487041,0,
11,2023-05-13,24051,2946275,Childrens,1,9.09,9.09,45.0,35.05,Markdown,0.7406562054208273,0,
11,2023-05-18,24073,2948106,Footwear,1,39.0,39.0,144.0,144.0,Full Price,0.7291666666666666,1,C41506
11,2023-05-18,24074,2918559,Women's Apparel,1,26.48,26.48,108.0,22.48,Clearance,-0.17793594306049823,0,
11,2023-05-18,24076,2901984,Women's Apparel,1,26.03,26.03,121.5,10.1,Clearance,-1.5772277227722775,0,
11,2023-05-18,24076,2926653,Accessories,1,10.05,10.05,44.0,11.24,Clearance,0.10587188612099639,0,
11,2023-05-26,24123,2927228,Men's Apparel,1,20.25,20.25,94.5,26.23,Clearance,0.22798322531452536,0,
11,2023-05-27,24147,2948106,Footwear,1,39.0,39.0,144.0,144.0,Full Price,0.7291666666666666,0,
11,2023-05-28,24163,2927266,Footwear,1,34.51,34.51,144.0,122.4,Full Price,0.7180555555555557,0,
11,2023-05-28,24164,2934344,Accessories,1,10.74,10.74,48.0,48.0,Full Price,0.77625,0,
11,2023-06-02,24175,2938863,Women's Apparel,1,26.35,26.35,108.0,98.48,Full Price,0.7324329813160032,1,C41437
11,2023-06-02,24176,2938860,Women's Apparel,1,26.35,26.35,108.0,54.0,Full Price,0.512037037037037,1,C40166
11,2023-06-03,24190,2936507,Women's Apparel,1,24.93,24.93,108.0,108.0,Full Price,0.7691666666666666,1,C40512
11,2023-06-04,24205,2934342,Accessories,1,10.74,10.74,48.0,48.0,Full Price,0.77625,0,
11,2023-06-04,24210,2938862,Women's Apparel,1,26.35,26.35,108.0,97.2,Full Price,0.7289094650205761,1,C40145
11,2023-06-04,24213,2934329,Men's Apparel,1,25.69,25.69,101.5,89.44,Full Price,0.7127683363148479,1,C41706
11,2023-06-04,24214,2934338,Accessories,1,11.33,11.33,50.0,24.0,Markdown,0.5279166666666667,1,C41330
11,2023-06-04,24215,2932411,Childrens,1,9.57,9.57,43.5,43.5,Full Price,0.78,1,C40254
11,2023-06-04,24216,2938861,Women's Apparel,1,26.35,26.35,108.0,108.0,Full Price,0.7560185185185185,1,C40408
11,2023-06-04,24218,2927266,Footwear,1,34.51,34.51,144.0,134.25,Full Price,0.7429422718808194,0,
11,2023-06-04,24218,2936139,Footwear,1,28.08,28.08,132.0,119.61,Full Price,0.7652370203160271,0,
11,2023-06-08,24239,2875763,Accessories,1,10.75,10.75,48.0,33.6,Full Price,0.6800595238095238,1,C41243
11,2023-06-10,24254,2929760,Women's Apparel,1,23.2,23.2,108.0,35.42,Clearance,0.34500282326369286,0,
11,2023-06-10,24254,2929793,Men's Apparel,1,20.95,20.95,94.5,38.55,Clearance,0.4565499351491569,0,
11,2023-06-17,24294,2938709,Men's Apparel,1,15.52,15.52,77.0,59.39,Full Price,0.7386765448728743,1,C40174
11,2023-06-17,24295,2956801,Footwear,1,25.56,25.56,132.0,118.8,Full Price,0.7848484848484848,0,
11,2023-06-29,24326,2943705,Men's Apparel,1,24.99,24.99,94.5,20.98,Clearance,-0.1911344137273593,1,C41227
11,2023-06-30,24344,2939028,Accessories,1,11.57,11.57,48.0,36.0,Full Price,0.678611111111111,1,C40114
11,2023-07-07,24368,2942059,Women's Apparel,1,24.16,24.16,108.0,97.2,Full Price,0.751440329218107,0,
11,2023-07-09,24377,2943764,Men's Apparel,1,19.13,19.13,94.5,82.79,Full Price,0.7689334460683658,0,
11,2023-07-09,24382,2956869,Women's Apparel,1,17.78,17.78,99.0,99.0,Full Price,0.8204040404040404,1,C41803
11,2023-07-09,24383,2943764,Men's Apparel,1,19.13,19.13,94.5,81.78,Full Price,0.7660797260943997,0,
11,2023-07-09,24383,2951933,Footwear,1,30.3,30.3,132.0,114.21,Full Price,0.7346992382453376,0,
11,2023-07-09,24390,2942050,Women's Apparel,1,25.27,25.27,108.0,108.0,Full Price,0.7660185185185185,0,
11,2023-07-09,24390,2944700,Childrens,1,9.06,9.06,43.5,38.33,Full Price,0.7636316201408817,0,
11,2023-07-13,24406,2942957,Women's Apparel,1,25.36,25.36,108.0,82.62,Full Price,0.6930525296538369,1,C41597
11,2023-07-14,24420,2951935,Footwear,1,30.3,30.3,132.0,101.76,Full Price,0.7022405660377359,1,C40014
11,2023-07-16,24431,2946913,Men's Apparel,1,17.5,17.5,94.5,61.21,Clearance,0.714099003430812,0,
11,2023-07-16,24434,2930526,Footwear,1,32.07,32.07,144.0,122.4,Full Price,0.7379901960784314,1,C42143
11,2023-07-21,24450,2942813,Childrens,1,8.31,8.31,36.0,27.0,Full Price,0.6922222222222222,0,
11,2023-07-21,24450,2959259,Women's Apparel,1,26.14,26.14,108.0,81.0,Full Price,0.677283950617284,0,
11,2023-07-21,24452,2942813,Childrens,1,8.31,8.31,36.0,29.16,Full Price,0.7150205761316872,0,
11,2023-07-30,24525,2936508,Women's Apparel,1,24.93,24.93,108.0,33.73,Clearance,0.2608953453898606,0,
11,2023-07-30,24525,2954692,Childrens,1,9.05,9.05,40.5,11.24,Clearance,0.1948398576512455,0,
11,2023-08-04,24543,2930554,Footwear,1,32.07,32.07,144.0,102.6,Full Price,0.6874269005847954,0,
11,2023-08-04,24543,2949798,Men's Apparel,1,15.35,15.35,77.0,59.85,Full Price,0.7435254803675856,0,
11,2023-08-04,24543,2951998,Footwear,1,35.34,35.34,144.0,102.6,Full Price,0.6555555555555556,0,
11,2023-08-04,24543,2963373,Footwear,1,35.46,35.46,162.0,102.6,Full Price,0.6543859649122806,0,
11,2023-08-04,24545,2952602,Men's Apparel,1,23.38,23.38,101.5,66.5,Full Price,0.648421052631579,0,
11,2023-08-04,24546,2952602,Men's Apparel,1,23.38,23.38,101.5,59.85,Full Price,0.6093567251461988,1,C40669
11,2023-08-05,24554,2939026,Accessories,1,11.29,11.29,48.0,23.98,Clearance,0.5291909924937448,0,
11,2023-08-06,24566,2942310,Accessories,1,11.23,11.23,48.0,12.49,Clearance,0.1008807045636509,1,C40614
11,2023-08-06,24569,2963939,Men's Apparel,1,16.71,16.71,80.5,59.85,Markdown,0.7208020050125313,0,
11,2023-08-07,24578,2942956,Women's Apparel,1,25.36,25.36,108.0,85.5,Full Price,0.7033918128654971,0,
11,2023-08-07,24578,2951606,Women's Apparel,1,27.79,27.79,108.0,85.5,Full Price,0.6749707602339181,0,
11,2023-08-07,24584,2948853,Childrens,1,7.43,7.43,33.0,28.5,Full Price,0.7392982456140351,1,C41362
11,2023-08-27,24656,2951563,Childrens,1,8.57,8.57,36.0,24.65,Full Price,0.6523326572008113,0,
11,2023-08-27,24656,2963703,Women's Apparel,1,23.15,23.15,99.0,67.79,Full Price,0.6585042041599056,0,
11,2023-08-27,24659,2949798,Men's Apparel,1,15.35,15.35,77.0,34.98,Clearance,0.561177815894797,0,
11,2023-09-02,24696,2958970,Footwear,1,34.35,34.35,144.0,120.54,Full Price,0.7150323544051767,0,
11,2023-09-03,24719,2948879,Women's Apparel,1,26.32,26.32,108.0,108.0,Full Price,0.7562962962962964,0,
11,2023-09-03,24720,2963406,Footwear,1,30.3,30.3,132.0,100.44,Full Price,0.6983273596176822,0,
11,2023-09-03,24726,2949477,Footwear,1,34.8,34.8,144.0,115.59,Full Price,0.6989358941084869,0,
11,2023-09-03,24729,2958517,Women's Apparel,1,23.26,23.26,108.0,108.0,Full Price,0.7846296296296296,1,C41833
11,2023-09-03,24731,2951565,Childrens,1,8.57,8.57,36.0,26.01,Full Price,0.6705113417916186,0,
11,2023-09-08,24750,2954682,Women's Apparel,1,30.26,30.26,121.5,47.23,Clearance,0.35930552614863426,0,
11,2023-09-15,24783,2958559,Women's Apparel,1,24.39,24.39,108.0,105.64,Full Price,0.7691215448693677,0,
11,2023-09-23,24859,2947729,Women's Apparel,1,26.73,26.73,99.0,15.75,Clearance,-0.6971428571428572,1,C41203
11,2023-09-23,24859,2952006,Footwear,1,33.99,33.99,144.0,60.0,Clearance,0.43349999999999994,1,C41203
11,2023-09-23,24859,2956841,Women's Apparel,1,17.78,17.78,99.0,45.0,Clearance,0.6048888888888888,1,C41203
11,2023-09-24,24877,2958790,Footwear,1,26.01,26.01,132.0,113.64,Full Price,0.7711193241816261,1,C40234
11,2023-09-24,24880,2960111,Men's Apparel,1,23.36,23.36,105.0,101.5,Markdown,0.7698522167487685,0,
11,2023-09-24,24883,2959717,Men's Apparel,1,19.65,19.65,77.0,77.0,Full Price,0.7448051948051948,1,C40244
11,2023-09-24,24886,2958972,Footwear,1,34.35,34.35,144.0,75.6,Markdown,0.5456349206349206,0,
11,2023-09-24,24889,2951976,Footwear,1,31.47,31.47,144.0,124.92,Full Price,0.7480787704130644,0,
11,2023-09-24,24889,2953647,Women's Apparel,1,29.36,29.36,108.0,93.26,Full Price,0.6851812138108514,0,
11,2023-09-24,24889,2971696,Footwear,1,31.26,31.26,144.0,127.38,Full Price,0.7545925577013659,0,
11,2023-09-24,24892,2959714,Men's Apparel,1,19.65,19.65,77.0,67.04,Full Price,0.7068914081145585,1,C40993
11,2023-09-24,24892,2960111,Men's Apparel,1,23.36,23.36,105.0,88.36,Markdown,0.7356269805341784,1,C40993
11,2023-09-29,24919,2960120,Men's Apparel,1,21.12,21.12,94.5,67.11,Full Price,0.6852928028609745,1,C40079
11,2023-09-30,24926,2951257,Men's Apparel,1,36.63,36.63,129.5,129.5,Full Price,0.7171428571428572,1,C40697
11,2023-09-30,24926,2965108,Men's Apparel,1,19.83,19.83,77.0,48.51,Full Price,0.5912183055040198,1,C40697
11,2023-09-30,24934,2948882,Women's Apparel,1,26.32,26.32,108.0,84.15,Full Price,0.687225193107546,0,
11,2023-09-30,24935,2960033,Women's Apparel,1,32.58,32.58,135.0,113.76,Markdown,0.7136075949367089,1,C40725
11,2023-10-04,24943,2948947,Men's Apparel,1,21.26,21.26,94.5,72.26,Full Price,0.7057846664821478,0,
11,2023-10-04,24943,2958990,Footwear,1,36.63,36.63,144.0,110.13,Full Price,0.6673930809043858,0,
11,2023-10-04,24945,2958989,Footwear,1,36.63,36.63,144.0,57.6,Full Price,0.36406249999999996,0,
11,2023-10-06,24960,2962023,Footwear,1,33.09,33.09,162.0,162.0,Full Price,0.7957407407407407,1,C40359
11,2023-10-08,24978,2961921,Women's Apparel,1,24.71,24.71,108.0,97.2,Full Price,0.7457818930041153,1,C41918
11,2023-10-08,24986,2951936,Footwear,1,30.3,30.3,132.0,99.0,Full Price,0.693939393939394,0,
11,2023-10-08,24986,2963326,Women's Apparel,1,28.26,28.26,99.0,74.25,Full Price,0.6193939393939393,0,
11,2023-10-13,25001,2958516,Women's Apparel,1,23.26,23.26,108.0,75.6,Full Price,0.6923280423280422,0,
11,2023-10-13,25001,2958517,Women's Apparel,1,23.26,23.26,108.0,75.6,Full Price,0.6923280423280422,0,
11,2023-10-13,25001,2958814,Footwear,1,33.09,33.09,144.0,100.8,Full Price,0.6717261904761904,0,
11,2023-10-13,25001,2958815,Footwear,1,33.09,33.09,144.0,100.8,Full Price,0.6717261904761904,0,
11,2023-10-13,25001,2962023,Footwear,1,33.09,33.09,162.0,113.4,Full Price,0.7082010582010582,0,
11,2023-10-14,25017,2960150,Footwear,1,33.99,33.99,144.0,100.8,Full Price,0.6627976190476191,0,
11,2023-10-14,25028,2960104,Men's Apparel,1,21.39,21.39,94.5,66.15,Full Price,0.6766439909297053,0,
11,2023-10-15,25055,2971698,Footwear,1,31.26,31.26,144.0,100.8,Full Price,0.6898809523809524,1,C40696
11,2023-10-20,25073,2966710,Women's Apparel,1,24.05,24.05,99.0,66.6,Full Price,0.638888888888889,0,
11,2023-10-20,25075,2963600,Gifts & Lifestyle,1,25.24,25.24,54.0,54.0,Full Price,0.5325925925925926,0,
11,2023-10-20,25076,2961845,Gifts & Lifestyle,1,11.01,11.01,48.0,36.71,Full Price,0.7000817216017434,0,
11,2023-10-20,25076,2963600,Gifts & Lifestyle,1,25.24,25.24,54.0,41.29,Full Price,0.3887139743279245,0,
11,2023-10-22,25112,2958535,Childrens,1,8.3,8.3,40.5,20.25,Full Price,0.5901234567901235,0,
11,2023-10-22,25119,2952009,Footwear,1,33.99,33.99,144.0,52.47,Clearance,0.35220125786163514,0,
11,2023-10-29,25142,2961911,Women's Apparel,1,27.59,27.59,121.5,82.98,Full Price,0.6675102434321523,1,C40234
11,2023-10-29,25142,2964919,Footwear,1,44.04,44.04,174.0,118.86,Full Price,0.6294800605754669,1,C40234
11,2023-10-29,25144,2960032,Women's Apparel,1,32.58,32.58,135.0,100.96,Markdown,0.6772979397781299,1,C40526
11,2023-10-29,25144,2979916,Women's Apparel,1,24.93,24.93,108.0,108.0,Full Price,0.7691666666666666,1,C40526
11,2023-10-29,25144,2980860,Women's Apparel,1,23.71,23.71,108.0,83.54,Full Price,0.7161838640172372,1,C40526
11,2023-11-05,25191,2948854,Childrens,1,7.43,7.43,33.0,9.37,Clearance,0.2070437566702241,1,C41699
11,2023-11-05,25191,2958727,Accessories,1,11.77,11.77,48.0,12.49,Clearance,0.057646116893514864,1,C41699
11,2023-11-12,25216,2961909,Women's Apparel,1,27.59,27.59,121.5,90.0,Full Price,0.6934444444444444,0,
11,2023-11-12,25217,2961863,Childrens,1,8.98,8.98,40.5,30.0,Full Price,0.7006666666666667,1,C40569
11,2023-11-12,25217,2977019,Women's Apparel,1,22.72,22.72,108.0,90.0,Full Price,0.7475555555555555,1,C40569
11,2023-11-12,25217,2981168,Women's Apparel,1,28.1,28.1,121.5,90.0,Full Price,0.6877777777777777,1,C40569
11,2023-11-12,25224,2961847,Gifts & Lifestyle,1,11.01,11.01,48.0,40.0,Full Price,0.72475,0,
11,2023-11-22,25303,2958988,Footwear,1,36.63,36.63,144.0,37.47,Clearance,0.022417934347477884,1,C41153
11,2023-11-22,25305,2966715,Women's Apparel,1,24.05,24.05,99.0,49.5,Full Price,0.5141414141414141,0,
11,2023-11-22,25306,2978552,Childrens,1,9.35,9.35,40.5,20.25,Full Price,0.5382716049382716,1,C42259
11,2023-11-24,25317,2968856,Footwear,1,30.21,30.21,144.0,72.0,Full Price,0.5804166666666667,1,C40429
11,2023-11-24,25320,2965081,Gifts & Lifestyle,1,11.67,11.67,48.0,24.0,Full Price,0.51375,0,
11,2023-11-24,25331,2962574,Gifts & Lifestyle,1,17.99,17.99,58.0,29.0,Full Price,0.37965517241379315,0,
11,2023-11-24,25333,2980861,Women's Apparel,1,23.71,23.71,108.0,54.0,Full Price,0.5609259259259259,0,
11,2023-11-24,25338,2964831,Footwear,1,34.27,34.27,144.0,72.0,Full Price,0.5240277777777778,0,
11,2023-11-24,25338,2966704,Women's Apparel,1,24.62,24.62,108.0,54.0,Full Price,0.544074074074074,0,
11,2023-11-24,25364,2965092,Gifts & Lifestyle,1,13.1,13.1,56.0,27.0,Markdown,0.5148148148148148,0,
11,2023-11-24,25365,2982017,Women's Apparel,1,25.49,25.49,121.5,60.75,Full Price,0.580411522633745,0,
11,2023-11-24,25375,2966883,Footwear,1,26.01,26.01,132.0,66.0,Full Price,0.6059090909090908,1,C40215
11,2023-11-24,25378,2980887,Women's Apparel,1,24.5,24.5,121.5,60.75,Full Price,0.5967078189300411,0,
11,2023-11-24,25389,2960075,Women's Apparel,1,19.76,19.76,112.5,54.0,Markdown,0.634074074074074,1,C41811
11,2023-11-24,25392,2980679,Gifts & Lifestyle,1,7.88,7.88,48.0,24.0,Full Price,0.6716666666666667,1,C40320
11,2023-11-24,25430,2966501,Women's Apparel,1,23.15,23.15,99.0,49.5,Full Price,0.5323232323232323,1,C41506
11,2023-11-24,25440,2980681,Gifts & Lifestyle,1,7.88,7.88,48.0,24.0,Full Price,0.6716666666666667,1,C41857
11,2023-11-24,25446,2948855,Childrens,1,7.43,7.43,33.0,9.37,Clearance,0.2070437566702241,1,C40265
11,2023-11-25,25455,2962026,Footwear,1,33.09,33.09,162.0,81.0,Full Price,0.5914814814814814,1,C41408
11,2023-11-25,25455,2982087,Women's Apparel,1,28.53,28.53,108.0,54.0,Full Price,0.4716666666666666,1,C41408
11,2023-11-25,25457,2933037,Men's Apparel,1,16.71,16.71,80.5,40.25,Full Price,0.5848447204968944,0,
11,2023-11-25,25465,2965314,Gifts & Lifestyle,1,12.32,12.32,54.0,27.0,Full Price,0.5437037037037037,0,
11,2023-11-25,25465,2966701,Women's Apparel,1,24.58,24.58,108.0,54.0,Full Price,0.5448148148148149,0,
11,2023-11-25,25475,2963654,Accessories,1,11.57,11.57,48.0,24.0,Full Price,0.5179166666666667,0,
11,2023-11-26,25511,2980660,Gifts & Lifestyle,1,7.88,7.88,48.0,24.0,Full Price,0.6716666666666667,1,C42380
11,2023-11-26,25511,2980688,Gifts & Lifestyle,1,7.88,7.88,48.0,24.0,Full Price,0.6716666666666667,1,C42380
11,2023-11-26,25512,2947908,Men's Apparel,1,24.06,24.06,112.0,17.5,Markdown,-0.3748571428571428,1,C40146
11,2023-11-26,25515,2963656,Accessories,1,11.57,11.57,48.0,24.0,Full Price,0.5179166666666667,0,
11,2023-11-26,25522,2963603,Gifts & Lifestyle,1,10.5,10.5,54.0,27.0,Full Price,0.6111111111111112,1,C41587
11,2023-12-03,25578,2980682,Gifts & Lifestyle,1,7.88,7.88,48.0,36.52,Full Price,0.7842278203723987,0,
11,2023-12-03,25586,2960136,Women's Apparel,1,28.6,28.6,108.0,81.0,Full Price,0.6469135802469136,1,C40567
11,2023-12-10,25657,2961923,Women's Apparel,2,24.71,49.41,108.0,172.8,Full Price,0.7140625,0,
11,2023-12-10,25667,2982192,Accessories,1,11.23,11.23,50.0,30.0,Full Price,0.6256666666666667,0,
11,2023-12-10,25668,2972328,Footwear,1,34.72,34.72,144.0,86.4,Full Price,0.5981481481481482,0,
